Value,Time,E
64.3185,23.6,5.7571
64.3902,23.7,5.7571
64.463,23.8,5.7571
64.5367,23.9,5.7571
64.6116,24.0,5.7571
64.6874,24.1,5.7571
64.7642,24.2,5.7571
64.842,24.3,5.7571
64.9208,24.4,5.7571
65.0006,24.5,5.7571
65.0814,24.6,5.7571
65.1629,24.7,5.7571
65.2456,24.8,5.7571
65.3291,24.9,5.7571
65.4137,25.0,5.7571
65.499,25.1,5.7571
65.5853,25.2,5.7571
65.6725,25.3,5.7571
65.7606,25.4,5.7571
65.8495,25.5,5.7571
65.9392,25.6,5.7571
66.0299,25.7,5.7571
66.1213,25.8,5.7571
66.2136,25.9,5.7571
66.3067,26.0,5.7571
66.4006,26.1,5.7571
66.4954,26.2,5.7571
66.5909,26.3,5.7571
66.6872,26.4,5.7571
66.7842,26.5,5.7571
66.8821,26.6,5.7571
66.9807,26.7,5.7571
67.08,26.8,5.7571
67.1801,26.9,5.7571
67.2809,27.0,5.7571
67.3825,27.1,5.7571
67.4847,27.2,5.7571
67.5877,27.3,5.7571
67.6913,27.4,5.7571
67.7956,27.5,5.7571
67.9007,27.6,5.7571
68.0063,27.7,5.7571
68.1127,27.8,5.7571
68.2197,27.9,5.7571
68.3275,28.0,5.7571
68.4357,28.1,5.7571
68.5446,28.2,5.7571
68.6542,28.3,5.7571
68.7643,28.4,5.7571
68.8751,28.5,5.7571
68.9864,28.6,5.7571
69.0983,28.7,5.7571
69.2109,28.8,5.7571
69.324,28.9,5.7571
69.4376,29.0,5.7571
69.5519,29.1,5.7571
69.6667,29.2,5.7571
69.7821,29.3,5.7571
69.898,29.4,5.7571
70.0144,29.5,5.7571
70.1314,29.6,5.7571
70.2489,29.7,5.7571
70.3669,29.8,5.7571
70.4854,29.9,5.7571
70.6043,30.0,5.7571
70.7238,30.1,5.7571
70.8438,30.2,5.7571
70.9642,30.3,5.7571
71.0851,30.4,5.7571
71.2065,30.5,5.7571
71.3285,30.6,5.7571
71.4507,30.7,5.7571
71.5734,30.8,5.7571
71.6965,30.9,5.7571
71.8201,31.0,5.7571
71.9441,31.1,5.7571
72.0686,31.2,5.7571
72.1934,31.3,5.7571
72.3187,31.4,5.7571
72.4443,31.5,5.7571
72.5704,31.6,5.7571
72.6968,31.7,5.7571
72.8237,31.8,5.7571
72.9509,31.9,5.7571
73.0784,32.0,5.7571
73.2063,32.1,5.7571
73.3346,32.2,5.7571
73.4632,32.3,5.7571
73.5921,32.4,5.7571
73.7214,32.5,5.7571
73.851,32.6,5.7571
73.9809,32.7,5.7571
74.1111,32.8,5.7571
74.2417,32.9,5.7571
74.3725,33.0,5.7571
74.5037,33.1,5.7571
74.6352,33.2,5.7571
74.7669,33.3,5.7571
74.8989,33.4,5.7571
75.0312,33.5,5.7571
75.1638,33.6,5.7571
75.2967,33.7,5.7571
75.4298,33.8,5.7571
75.5632,33.9,5.7571
75.6967,34.0,5.7571
75.8306,34.1,5.7571
75.9647,34.2,5.7571
76.099,34.3,5.7571
76.2336,34.4,5.7571
76.3684,34.5,5.7571
76.5035,34.6,5.7571
76.6387,34.7,5.7571
76.7742,34.8,5.7571
76.9099,34.9,5.7571
77.0455,35.0,5.7571
77.1815,35.1,5.7571
77.3179,35.2,5.7571
77.4544,35.3,5.7571
77.591,35.4,5.7571
77.7278,35.5,5.7571
77.8647,35.6,5.7571
78.0018,35.7,5.7571
78.1391,35.8,5.7571
78.2765,35.9,5.7571
78.4141,36.0,5.7571
78.5519,36.1,5.7571
78.6898,36.2,5.7571
78.8279,36.3,5.7571
78.9661,36.4,5.7571
79.1044,36.5,5.7571
79.2428,36.6,5.7571
79.3814,36.7,5.7571
79.5201,36.8,5.7571
79.6589,36.9,5.7571
79.7979,37.0,5.7571
79.9369,37.1,5.7571
80.076,37.2,5.7571
80.2153,37.3,5.7571
80.3546,37.4,5.7571
80.494,37.5,5.7571
80.6335,37.6,5.7571
80.7731,37.7,5.7571
80.9128,37.8,5.7571
81.0526,37.9,5.7571
81.1924,38.0,5.7571
81.3323,38.1,5.7571
81.4722,38.2,5.7571
81.6123,38.3,5.7571
81.7523,38.4,5.7571
81.8925,38.5,5.7571
82.0325,38.6,5.7571
82.1727,38.7,5.7571
82.313,38.8,5.7571
82.4533,38.9,5.7571
82.5936,39.0,5.7571
82.734,39.1,5.7571
82.8744,39.2,5.7571
83.0149,39.3,5.7571
83.1554,39.4,5.7571
83.2959,39.5,5.7571
83.4364,39.6,5.7571
83.5769,39.7,5.7571
83.7175,39.8,5.7571
83.8581,39.9,5.7571
83.9987,40.0,5.7571
84.1393,40.1,5.7571
84.2799,40.2,5.7571
84.4204,40.3,5.7571
84.561,40.4,5.7571
84.7015,40.5,5.7571
84.842,40.6,5.7571
84.9825,40.7,5.7571
85.1231,40.8,5.7571
85.2634,40.9,5.7571
85.4039,41.0,5.7571
85.5443,41.1,5.7571
85.6847,41.2,5.7571
85.825,41.3,5.7571
85.9653,41.4,5.7571
86.1056,41.5,5.7571
86.2459,41.6,5.7571
86.3861,41.7,5.7571
86.5262,41.8,5.7571
86.6664,41.9,5.7571
86.8065,42.0,5.7571
86.9465,42.1,5.7571
87.0865,42.2,5.7571
87.2264,42.3,5.7571
87.3663,42.4,5.7571
87.5061,42.5,5.7571
87.6458,42.6,5.7571
87.7855,42.7,5.7571
87.9251,42.8,5.7571
88.0646,42.9,5.7571
88.2041,43.0,5.7571
88.3435,43.1,5.7571
88.4828,43.2,5.7571
88.6221,43.3,5.7571
88.7613,43.4,5.7571
88.9004,43.5,5.7571
89.0394,43.6,5.7571
89.1783,43.7,5.7571
89.3171,43.8,5.7571
89.4558,43.9,5.7571
89.5946,44.0,5.7571
89.7331,44.1,5.7571
89.8715,44.2,5.7571
90.0099,44.3,5.7571
90.1482,44.4,5.7571
90.2864,44.5,5.7571
90.4245,44.6,5.7571
90.5625,44.7,5.7571
90.7004,44.8,5.7571
90.8381,44.9,5.7571
90.9758,45.0,5.7571
91.1134,45.1,5.7571
91.2508,45.2,5.7571
91.3882,45.3,5.7571
91.5254,45.4,5.7571
91.6625,45.5,5.7571
91.7996,45.6,5.7571
91.9364,45.7,5.7571
92.0732,45.8,5.7571
92.2099,45.9,5.7571
92.3464,46.0,5.7571
92.4829,46.1,5.7571
92.6192,46.2,5.7571
92.7554,46.3,5.7571
92.8915,46.4,5.7571
93.0274,46.5,5.7571
93.1632,46.6,5.7571
93.2988,46.7,5.7571
93.4344,46.8,5.7571
93.5698,46.9,5.7571
93.705,47.0,5.7571
93.8402,47.1,5.7571
93.9752,47.2,5.7571
94.1101,47.3,5.7571
94.2449,47.4,5.7571
94.3795,47.5,5.7571
94.514,47.6,5.7571
94.6483,47.7,5.7571
94.7825,47.8,5.7571
94.9166,47.9,5.7571
95.0506,48.0,5.7571
95.1844,48.1,5.7571
95.318,48.2,5.7571
95.4515,48.3,5.7571
95.5849,48.4,5.7571
95.7181,48.5,5.7571
95.8512,48.6,5.7571
95.9842,48.7,5.7571
96.1169,48.8,5.7571
96.2496,48.9,5.7571
96.3821,49.0,5.7571
96.5145,49.1,5.7571
96.6467,49.2,5.7571
96.7788,49.3,5.7571
96.9107,49.4,5.7571
97.0426,49.5,5.7571
97.1742,49.6,5.7571
97.3057,49.7,5.7571
97.4371,49.8,5.7571
97.5682,49.9,5.7571
97.6993,50.0,5.7571
453.8028,1.0,5.9592
413.254,1.1,5.9592
379.5238,1.2,5.9592
351.0387,1.3,5.9592
326.6742,1.4,5.9592
305.6057,1.5,5.9592
287.2149,1.6,5.9592
271.0287,1.7,5.9592
256.6793,1.8,5.9592
243.8762,1.9,5.9592
232.3869,2.0,5.9592
222.0232,2.1,5.9592
212.631,2.2,5.9592
204.083,2.3,5.9592
196.2732,2.4,5.9592
189.1124,2.5,5.9592
182.525,2.6,5.9592
176.4465,2.7,5.9592
170.8221,2.8,5.9592
165.604,2.9,5.9592
160.751,3.0,5.9592
156.2272,3.1,5.9592
152.001,3.2,5.9592
148.0449,3.3,5.9592
144.3345,3.4,5.9592
140.8482,3.5,5.9592
137.5667,3.6,5.9592
134.4731,3.7,5.9592
131.552,3.8,5.9592
128.7897,3.9,5.9592
126.174,4.0,5.9592
123.6937,4.1,5.9592
121.339,4.2,5.9592
119.1007,4.3,5.9592
116.9707,4.4,5.9592
114.9416,4.5,5.9592
113.0065,4.6,5.9592
111.1595,4.7,5.9592
109.3947,4.8,5.9592
107.7073,4.9,5.9592
106.0923,5.0,5.9592
104.5456,5.1,5.9592
103.0632,5.2,5.9592
101.6415,5.3,5.9592
100.2772,5.4,5.9592
98.967,5.5,5.9592
97.7083,5.6,5.9592
96.4983,5.7,5.9592
95.3347,5.8,5.9592
94.2151,5.9,5.9592
93.1374,6.0,5.9592
92.0997,6.1,5.9592
91.1001,6.2,5.9592
90.1368,6.3,5.9592
89.2083,6.4,5.9592
88.313,6.5,5.9592
87.4495,6.6,5.9592
86.6165,6.7,5.9592
85.8126,6.8,5.9592
85.0366,6.9,5.9592
84.2875,7.0,5.9592
83.564,7.1,5.9592
82.8653,7.2,5.9592
82.1903,7.3,5.9592
81.5381,7.4,5.9592
80.9078,7.5,5.9592
80.2985,7.6,5.9592
79.7095,7.7,5.9592
79.14,7.8,5.9592
78.5892,7.9,5.9592
78.0565,8.0,5.9592
77.5412,8.1,5.9592
77.0427,8.2,5.9592
76.5603,8.3,5.9592
76.0935,8.4,5.9592
75.6417,8.5,5.9592
75.2044,8.6,5.9592
74.7811,8.7,5.9592
74.3714,8.8,5.9592
73.9746,8.9,5.9592
73.5905,9.0,5.9592
73.2185,9.1,5.9592
72.8583,9.2,5.9592
72.5095,9.3,5.9592
72.1717,9.4,5.9592
71.8446,9.5,5.9592
71.5277,9.6,5.9592
71.2209,9.7,5.9592
70.9238,9.8,5.9592
70.636,9.9,5.9592
70.3573,10.0,5.9592
70.0875,10.1,5.9592
69.8263,10.2,5.9592
69.5733,10.3,5.9592
69.3284,10.4,5.9592
69.0914,10.5,5.9592
68.8619,10.6,5.9592
68.6399,10.7,5.9592
68.4251,10.8,5.9592
68.2173,10.9,5.9592
68.0162,11.0,5.9592
67.8219,11.1,5.9592
67.634,11.2,5.9592
67.4523,11.3,5.9592
67.2768,11.4,5.9592
67.1073,11.5,5.9592
66.9436,11.6,5.9592
66.7856,11.7,5.9592
66.6332,11.8,5.9592
66.4861,11.9,5.9592
66.3443,12.0,5.9592
66.2077,12.1,5.9592
66.0762,12.2,5.9592
65.9495,12.3,5.9592
65.8277,12.4,5.9592
65.7106,12.5,5.9592
65.5982,12.6,5.9592
65.4902,12.7,5.9592
65.3866,12.8,5.9592
65.2874,12.9,5.9592
65.1924,13.0,5.9592
65.1016,13.1,5.9592
65.0148,13.2,5.9592
64.932,13.3,5.9592
64.8531,13.4,5.9592
64.7781,13.5,5.9592
64.7068,13.6,5.9592
64.6392,13.7,5.9592
64.5753,13.8,5.9592
64.5149,13.9,5.9592
64.458,14.0,5.9592
64.4045,14.1,5.9592
64.3545,14.2,5.9592
64.3077,14.3,5.9592
64.2643,14.4,5.9592
64.224,14.5,5.9592
64.1869,14.6,5.9592
64.153,14.7,5.9592
64.1221,14.8,5.9592
64.0942,14.9,5.9592
64.0693,15.0,5.9592
63.9844,15.1,5.9592
63.8982,15.2,5.9592
63.8152,15.3,5.9592
63.7353,15.4,5.9592
63.6585,15.5,5.9592
63.5847,15.6,5.9592
63.5139,15.7,5.9592
63.446,15.8,5.9592
63.381,15.9,5.9592
63.3188,16.0,5.9592
63.2595,16.1,5.9592
63.2029,16.2,5.9592
63.149,16.3,5.9592
63.0977,16.4,5.9592
63.0491,16.5,5.9592
63.0031,16.6,5.9592
62.9596,16.7,5.9592
62.9187,16.8,5.9592
62.8802,16.9,5.9592
62.8441,17.0,5.9592
62.8104,17.1,5.9592
62.7791,17.2,5.9592
62.7502,17.3,5.9592
62.7235,17.4,5.9592
62.6992,17.5,5.9592
62.677,17.6,5.9592
62.6571,17.7,5.9592
62.6393,17.8,5.9592
62.6236,17.9,5.9592
62.6101,18.0,5.9592
62.5986,18.1,5.9592
62.5892,18.2,5.9592
62.5819,18.3,5.9592
62.5765,18.4,5.9592
62.5731,18.5,5.9592
62.5716,18.6,5.9592
62.5721,18.7,5.9592
62.5745,18.8,5.9592
62.5787,18.9,5.9592
62.5848,19.0,5.9592
62.5927,19.1,5.9592
62.6024,19.2,5.9592
62.6139,19.3,5.9592
62.6272,19.4,5.9592
62.6421,19.5,5.9592
62.6588,19.6,5.9592
62.6772,19.7,5.9592
62.6972,19.8,5.9592
62.7189,19.9,5.9592
62.7423,20.0,5.9592
62.7672,20.1,5.9592
62.7937,20.2,5.9592
62.8218,20.3,5.9592
62.8515,20.4,5.9592
62.8827,20.5,5.9592
62.9154,20.6,5.9592
62.9496,20.7,5.9592
62.9853,20.8,5.9592
63.0224,20.9,5.9592
63.0609,21.0,5.9592
63.101,21.1,5.9592
63.1424,21.2,5.9592
63.1852,21.3,5.9592
63.2294,21.4,5.9592
63.275,21.5,5.9592
63.322,21.6,5.9592
63.3702,21.7,5.9592
63.4198,21.8,5.9592
63.4706,21.9,5.9592
63.5228,22.0,5.9592
63.5762,22.1,5.9592
63.6309,22.2,5.9592
63.6868,22.3,5.9592
63.744,22.4,5.9592
63.8024,22.5,5.9592
63.862,22.6,5.9592
63.9228,22.7,5.9592
63.9847,22.8,5.9592
64.0478,22.9,5.9592
64.1121,23.0,5.9592
64.1775,23.1,5.9592
64.2441,23.2,5.9592
64.3117,23.3,5.9592
64.3805,23.4,5.9592
64.4503,23.5,5.9592
64.5212,23.6,5.9592
64.5932,23.7,5.9592
64.6662,23.8,5.9592
64.7403,23.9,5.9592
64.8154,24.0,5.9592
64.8916,24.1,5.9592
64.9687,24.2,5.9592
65.0469,24.3,5.9592
65.126,24.4,5.9592
65.2061,24.5,5.9592
65.2871,24.6,5.9592
65.3691,24.7,5.9592
65.4521,24.8,5.9592
65.5359,24.9,5.9592
65.6208,25.0,5.9592
65.7066,25.1,5.9592
65.7932,25.2,5.9592
65.8808,25.3,5.9592
65.9692,25.4,5.9592
66.0585,25.5,5.9592
66.1486,25.6,5.9592
66.2396,25.7,5.9592
66.3315,25.8,5.9592
66.4242,25.9,5.9592
66.5177,26.0,5.9592
66.612,26.1,5.9592
66.7071,26.2,5.9592
66.803,26.3,5.9592
66.8998,26.4,5.9592
66.9973,26.5,5.9592
67.0955,26.6,5.9592
67.1945,26.7,5.9592
67.2943,26.8,5.9592
67.3949,26.9,5.9592
67.4961,27.0,5.9592
67.5981,27.1,5.9592
67.7008,27.2,5.9592
67.8042,27.3,5.9592
67.9083,27.4,5.9592
68.0131,27.5,5.9592
68.1186,27.6,5.9592
68.2247,27.7,5.9592
68.3316,27.8,5.9592
68.4391,27.9,5.9592
68.5473,28.0,5.9592
68.6562,28.1,5.9592
68.7655,28.2,5.9592
68.8756,28.3,5.9592
68.9863,28.4,5.9592
69.0976,28.5,5.9592
69.2095,28.6,5.9592
69.322,28.7,5.9592
69.4351,28.8,5.9592
69.5487,28.9,5.9592
69.6629,29.0,5.9592
69.7777,29.1,5.9592
69.893,29.2,5.9592
70.0089,29.3,5.9592
70.1254,29.4,5.9592
70.2424,29.5,5.9592
70.3599,29.6,5.9592
70.478,29.7,5.9592
70.5966,29.8,5.9592
70.7157,29.9,5.9592
70.8353,30.0,5.9592
70.9554,30.1,5.9592
71.0759,30.2,5.9592
71.197,30.3,5.9592
71.3185,30.4,5.9592
71.4405,30.5,5.9592
71.563,30.6,5.9592
71.6859,30.7,5.9592
71.8093,30.8,5.9592
71.9331,30.9,5.9592
72.0573,31.0,5.9592
72.182,31.1,5.9592
72.3071,31.2,5.9592
72.4326,31.3,5.9592
72.5585,31.4,5.9592
72.6848,31.5,5.9592
72.8115,31.6,5.9592
72.9386,31.7,5.9592
73.0662,31.8,5.9592
73.1941,31.9,5.9592
73.3223,32.0,5.9592
73.4509,32.1,5.9592
73.5799,32.2,5.9592
73.7092,32.3,5.9592
73.8388,32.4,5.9592
73.9688,32.5,5.9592
74.0992,32.6,5.9592
74.2298,32.7,5.9592
74.3608,32.8,5.9592
74.4921,32.9,5.9592
74.6237,33.0,5.9592
74.7556,33.1,5.9592
74.8878,33.2,5.9592
75.0203,33.3,5.9592
75.1532,33.4,5.9592
75.2862,33.5,5.9592
75.4196,33.6,5.9592
75.5532,33.7,5.9592
75.6871,33.8,5.9592
75.8213,33.9,5.9592
75.9557,34.0,5.9592
76.0903,34.1,5.9592
76.2253,34.2,5.9592
76.3604,34.3,5.9592
76.4958,34.4,5.9592
76.6315,34.5,5.9592
76.7673,34.6,5.9592
76.9034,34.7,5.9592
77.0398,34.8,5.9592
77.1763,34.9,5.9592
77.3131,35.0,5.9592
77.45,35.1,5.9592
77.5871,35.2,5.9592
77.7245,35.3,5.9592
77.8618,35.4,5.9592
77.9996,35.5,5.9592
78.1375,35.6,5.9592
78.2754,35.7,5.9592
78.4136,35.8,5.9592
78.5519,35.9,5.9592
78.6904,36.0,5.9592
78.8291,36.1,5.9592
78.9678,36.2,5.9592
79.1068,36.3,5.9592
79.2459,36.4,5.9592
79.3852,36.5,5.9592
79.5246,36.6,5.9592
79.6641,36.7,5.9592
79.8037,36.8,5.9592
79.9435,36.9,5.9592
80.0834,37.0,5.9592
80.2234,37.1,5.9592
80.3635,37.2,5.9592
80.5037,37.3,5.9592
80.644,37.4,5.9592
80.7844,37.5,5.9592
80.9249,37.6,5.9592
81.0655,37.7,5.9592
81.2062,37.8,5.9592
81.3469,37.9,5.9592
81.4878,38.0,5.9592
81.6287,38.1,5.9592
81.7696,38.2,5.9592
81.9107,38.3,5.9592
82.0518,38.4,5.9592
82.1929,38.5,5.9592
82.3342,38.6,5.9592
82.4754,38.7,5.9592
82.6168,38.8,5.9592
82.7581,38.9,5.9592
82.8995,39.0,5.9592
83.0409,39.1,5.9592
83.1824,39.2,5.9592
83.3239,39.3,5.9592
83.4654,39.4,5.9592
83.6069,39.5,5.9592
83.7485,39.6,5.9592
83.8901,39.7,5.9592
84.0318,39.8,5.9592
84.1734,39.9,5.9592
84.315,40.0,5.9592
84.4567,40.1,5.9592
84.5983,40.2,5.9592
84.74,40.3,5.9592
84.8816,40.4,5.9592
85.0234,40.5,5.9592
85.165,40.6,5.9592
85.3066,40.7,5.9592
85.4482,40.8,5.9592
85.5899,40.9,5.9592
85.7315,41.0,5.9592
85.8729,41.1,5.9592
86.0144,41.2,5.9592
86.1559,41.3,5.9592
86.2974,41.4,5.9592
86.4388,41.5,5.9592
86.5802,41.6,5.9592
86.7218,41.7,5.9592
86.8631,41.8,5.9592
87.0044,41.9,5.9592
87.1455,42.0,5.9592
87.2867,42.1,5.9592
87.4278,42.2,5.9592
87.5689,42.3,5.9592
87.71,42.4,5.9592
87.8509,42.5,5.9592
87.9919,42.6,5.9592
88.1327,42.7,5.9592
88.2735,42.8,5.9592
88.4142,42.9,5.9592
88.5549,43.0,5.9592
88.6955,43.1,5.9592
88.836,43.2,5.9592
88.9765,43.3,5.9592
89.1169,43.4,5.9592
89.2572,43.5,5.9592
89.3974,43.6,5.9592
89.5375,43.7,5.9592
89.6776,43.8,5.9592
89.8176,43.9,5.9592
89.9575,44.0,5.9592
90.0973,44.1,5.9592
90.237,44.2,5.9592
90.3766,44.3,5.9592
90.5161,44.4,5.9592
90.6555,44.5,5.9592
90.7948,44.6,5.9592
90.934,44.7,5.9592
91.0731,44.8,5.9592
91.2121,44.9,5.9592
91.351,45.0,5.9592
91.4899,45.1,5.9592
91.6286,45.2,5.9592
91.7672,45.3,5.9592
91.9057,45.4,5.9592
92.0441,45.5,5.9592
92.1824,45.6,5.9592
92.3205,45.7,5.9592
92.4586,45.8,5.9592
92.5965,45.9,5.9592
92.7343,46.0,5.9592
92.8719,46.1,5.9592
93.0095,46.2,5.9592
93.1469,46.3,5.9592
93.2843,46.4,5.9592
93.4215,46.5,5.9592
93.5585,46.6,5.9592
93.6955,46.7,5.9592
93.8323,46.8,5.9592
93.969,46.9,5.9592
94.1055,47.0,5.9592
94.242,47.1,5.9592
94.3782,47.2,5.9592
94.5144,47.3,5.9592
94.6504,47.4,5.9592
94.7863,47.5,5.9592
94.9221,47.6,5.9592
95.0577,47.7,5.9592
95.1932,47.8,5.9592
95.3285,47.9,5.9592
95.4638,48.0,5.9592
95.5988,48.1,5.9592
95.7338,48.2,5.9592
95.8686,48.3,5.9592
96.0032,48.4,5.9592
96.1377,48.5,5.9592
96.2721,48.6,5.9592
96.4063,48.7,5.9592
96.5404,48.8,5.9592
96.6743,48.9,5.9592
96.8081,49.0,5.9592
96.9418,49.1,5.9592
97.0753,49.2,5.9592
97.2086,49.3,5.9592
97.3419,49.4,5.9592
97.475,49.5,5.9592
97.608,49.6,5.9592
97.7408,49.7,5.9592
97.8734,49.8,5.9592
98.0058,49.9,5.9592
98.1381,50.0,5.9592
455.1394,1.0,6.1612
414.4704,1.1,6.1612
380.6401,1.2,6.1612
352.0703,1.3,6.1612
327.6333,1.4,6.1612
306.5022,1.5,6.1612
288.0567,1.6,6.1612
271.8225,1.7,6.1612
257.4305,1.8,6.1612
244.5893,1.9,6.1612
233.0659,2.0,6.1612
222.6715,2.1,6.1612
213.2514,2.2,6.1612
204.6781,2.3,6.1612
196.8452,2.4,6.1612
189.6633,2.5,6.1612
183.0563,2.6,6.1612
176.9601,2.7,6.1612
171.3191,2.8,6.1612
166.0858,2.9,6.1612
161.2186,3.0,6.1612
156.6815,3.1,6.1612
152.4431,3.2,6.1612
148.4756,3.3,6.1612
144.7544,3.4,6.1612
141.258,3.5,6.1612
137.9672,3.6,6.1612
134.8647,3.7,6.1612
131.9352,3.8,6.1612
129.1651,3.9,6.1612
126.542,4.0,6.1612
124.0548,4.1,6.1612
121.6934,4.2,6.1612
119.4488,4.3,6.1612
117.3129,4.4,6.1612
115.2781,4.5,6.1612
113.3378,4.6,6.1612
111.4856,4.7,6.1612
109.7161,4.8,6.1612
108.024,4.9,6.1612
106.4047,5.0,6.1612
104.8539,5.1,6.1612
103.3676,5.2,6.1612
101.9421,5.3,6.1612
100.5742,5.4,6.1612
99.2607,5.5,6.1612
97.9987,5.6,6.1612
96.7857,5.7,6.1612
95.6191,5.8,6.1612
94.4967,5.9,6.1612
93.4163,6.0,6.1612
92.376,6.1,6.1612
91.3739,6.2,6.1612
90.4083,6.3,6.1612
89.4775,6.4,6.1612
88.5801,6.5,6.1612
87.7145,6.6,6.1612
86.8795,6.7,6.1612
86.0737,6.8,6.1612
85.2959,6.9,6.1612
84.5449,7.0,6.1612
83.8198,7.1,6.1612
83.1194,7.2,6.1612
82.4428,7.3,6.1612
81.789,7.4,6.1612
81.1571,7.5,6.1612
80.5464,7.6,6.1612
79.9559,7.7,6.1612
79.385,7.8,6.1612
78.8328,7.9,6.1612
78.2988,8.0,6.1612
77.7821,8.1,6.1612
77.2823,8.2,6.1612
76.7987,8.3,6.1612
76.3306,8.4,6.1612
75.8776,8.5,6.1612
75.4391,8.6,6.1612
75.0147,8.7,6.1612
74.6037,8.8,6.1612
74.2058,8.9,6.1612
73.8205,9.0,6.1612
73.4475,9.1,6.1612
73.0862,9.2,6.1612
72.7363,9.3,6.1612
72.3974,9.4,6.1612
72.0692,9.5,6.1612
71.7514,9.6,6.1612
71.4436,9.7,6.1612
71.1454,9.8,6.1612
70.8566,9.9,6.1612
70.577,10.0,6.1612
70.3062,10.1,6.1612
70.044,10.2,6.1612
69.7901,10.3,6.1612
69.5443,10.4,6.1612
69.3064,10.5,6.1612
69.0761,10.6,6.1612
68.8532,10.7,6.1612
68.6375,10.8,6.1612
68.4288,10.9,6.1612
68.227,11.0,6.1612
68.0318,11.1,6.1612
67.8431,11.2,6.1612
67.6606,11.3,6.1612
67.4844,11.4,6.1612
67.3141,11.5,6.1612
67.1497,11.6,6.1612
66.9909,11.7,6.1612
66.8377,11.8,6.1612
66.69,11.9,6.1612
66.5475,12.0,6.1612
66.4102,12.1,6.1612
66.278,12.2,6.1612
66.1507,12.3,6.1612
66.0282,12.4,6.1612
65.9105,12.5,6.1612
65.7974,12.6,6.1612
65.6888,12.7,6.1612
65.5847,12.8,6.1612
65.4849,12.9,6.1612
65.3893,13.0,6.1612
65.2979,13.1,6.1612
65.2106,13.2,6.1612
65.1273,13.3,6.1612
65.0479,13.4,6.1612
64.9723,13.5,6.1612
64.9006,13.6,6.1612
64.8325,13.7,6.1612
64.7681,13.8,6.1612
64.7072,13.9,6.1612
64.6499,14.0,6.1612
64.596,14.1,6.1612
64.5455,14.2,6.1612
64.4983,14.3,6.1612
64.4545,14.4,6.1612
64.4138,14.5,6.1612
64.3763,14.6,6.1612
64.342,14.7,6.1612
64.3107,14.8,6.1612
64.2825,14.9,6.1612
64.2572,15.0,6.1612
64.1718,15.1,6.1612
64.0853,15.2,6.1612
64.002,15.3,6.1612
63.9219,15.4,6.1612
63.8448,15.5,6.1612
63.7708,15.6,6.1612
63.6997,15.7,6.1612
63.6317,15.8,6.1612
63.5665,15.9,6.1612
63.5041,16.0,6.1612
63.4446,16.1,6.1612
63.3878,16.2,6.1612
63.3337,16.3,6.1612
63.2823,16.4,6.1612
63.2336,16.5,6.1612
63.1874,16.6,6.1612
63.1438,16.7,6.1612
63.1026,16.8,6.1612
63.064,16.9,6.1612
63.0279,17.0,6.1612
62.9941,17.1,6.1612
62.9627,17.2,6.1612
62.9336,17.3,6.1612
62.907,17.4,6.1612
62.8825,17.5,6.1612
62.8603,17.6,6.1612
62.8403,17.7,6.1612
62.8224,17.8,6.1612
62.8067,17.9,6.1612
62.7932,18.0,6.1612
62.7817,18.1,6.1612
62.7723,18.2,6.1612
62.7649,18.3,6.1612
62.7595,18.4,6.1612
62.7561,18.5,6.1612
62.7546,18.6,6.1612
62.7551,18.7,6.1612
62.7575,18.8,6.1612
62.7618,18.9,6.1612
62.7679,19.0,6.1612
62.7758,19.1,6.1612
62.7856,19.2,6.1612
62.7971,19.3,6.1612
62.8104,19.4,6.1612
62.8255,19.5,6.1612
62.8422,19.6,6.1612
62.8606,19.7,6.1612
62.8808,19.8,6.1612
62.9026,19.9,6.1612
62.9259,20.0,6.1612
62.951,20.1,6.1612
62.9777,20.2,6.1612
63.0059,20.3,6.1612
63.0356,20.4,6.1612
63.0669,20.5,6.1612
63.0997,20.6,6.1612
63.1341,20.7,6.1612
63.1699,20.8,6.1612
63.2071,20.9,6.1612
63.2459,21.0,6.1612
63.286,21.1,6.1612
63.3276,21.2,6.1612
63.3706,21.3,6.1612
63.415,21.4,6.1612
63.4607,21.5,6.1612
63.5078,21.6,6.1612
63.5562,21.7,6.1612
63.6059,21.8,6.1612
63.657,21.9,6.1612
63.7094,22.0,6.1612
63.763,22.1,6.1612
63.8179,22.2,6.1612
63.8741,22.3,6.1612
63.9315,22.4,6.1612
63.9901,22.5,6.1612
64.0499,22.6,6.1612
64.1109,22.7,6.1612
64.1731,22.8,6.1612
64.2364,22.9,6.1612
64.3009,23.0,6.1612
64.3666,23.1,6.1612
64.4334,23.2,6.1612
64.5013,23.3,6.1612
64.5703,23.4,6.1612
64.6404,23.5,6.1612
64.7116,23.6,6.1612
64.7838,23.7,6.1612
64.8572,23.8,6.1612
64.9315,23.9,6.1612
65.0069,24.0,6.1612
65.0833,24.1,6.1612
65.1608,24.2,6.1612
65.2392,24.3,6.1612
65.3187,24.4,6.1612
65.3991,24.5,6.1612
65.4804,24.6,6.1612
65.5627,24.7,6.1612
65.646,24.8,6.1612
65.7302,24.9,6.1612
65.8153,25.0,6.1612
65.9015,25.1,6.1612
65.9885,25.2,6.1612
66.0763,25.3,6.1612
66.1651,25.4,6.1612
66.2548,25.5,6.1612
66.3453,25.6,6.1612
66.4367,25.7,6.1612
66.5289,25.8,6.1612
66.6219,25.9,6.1612
