E,split,Ta_c_true,k_c_true,Ta_c_pred,k_c_pred,curve_MAPE,Ta_c_old,k_c_old,Ta_c_pchip,k_c_pchip
0.0301,train,56.9109,12.8,56.781998,12.876,0.5059451352691581,57.08967971801758,12.711599349975586,56.91090000000001,12.8
0.0303,train,56.7036,12.9,56.53034,13.033500935736914,0.520729658197515,56.86158752441406,12.711599349975586,56.703599999999994,12.9
0.0306,train,56.3914,13.0,56.16459,13.18009809375176,0.4822178645996998,56.5300178527832,12.92799949645996,56.39139999999998,13.0
0.0308,train,56.1771,13.1,56.085403,12.52,0.5568737395531153,56.307106018066406,12.656000137329102,56.17709999999999,13.1
0.0309,test,56.1506,13.1,55.832436,12.52,0.601218998810346,56.27742385864258,12.601600646972656,56.059019463128685,13.042532302472614
0.0311,test,55.8932,4.8,55.678917,12.656,0.7221299342969483,56.04384231567383,12.601600646972656,55.811905322938905,12.620765344306585
0.0314,val,55.4743,4.8,55.45296,12.656,0.9352444119709776,55.84714889526367,12.492799758911133,55.42074362346826,11.405652806143502
0.0329,train,53.4565,4.9,54.585564,9.392,0.9241204719390498,54.05132675170898,4.696000099182129,53.45649999999999,4.9
0.0343,test,51.8611,5.0,51.024372,4.941224691115822,4.145742591362144,52.35079193115234,4.696000099182129,51.898929015059636,4.933414096509944
0.0357,train,50.5937,5.0,50.892784,10.12,2.7352359629003797,51.42278289794922,4.920000076293945,50.59369999999999,5.0
0.0371,train,49.6191,5.1,50.025227,4.975999999999999,0.459826542939208,51.42234802246094,5.179999828338623,49.6191,5.1
0.0386,train,48.8924,5.1,50.67428,10.12,2.0221749858528506,50.70123672485352,5.4079999923706055,48.8924,5.1
0.04,train,48.3526,5.2,50.018204,10.12,2.0938084327476827,50.24090194702149,5.559999942779541,48.3526,5.2
0.0414,train,47.9623,5.2,49.745335,9.93,2.4415757822553714,50.20499420166016,5.559999942779541,47.9623,5.2
0.0429,train,47.6697,5.3,49.26085,9.93,3.1343559452305767,49.52632141113281,5.559999942779541,47.66969999999999,5.3
0.0443,train,46.7937,13.6,48.87037,10.69,3.5104968846279867,48.808815002441406,5.4079999923706055,46.79370000000001,13.6
0.0457,val,45.9736,13.7,48.159046,11.830000000000002,3.95234589832177,48.41666793823242,5.4079999923706055,45.98887013164431,13.731342086988734
0.0471,train,45.2861,13.8,45.22958,13.928,0.8176883627808872,47.850730895996094,13.083999633789062,45.286100000000005,13.8
0.0486,train,44.6953,13.9,44.744675,13.62,1.0782873663519856,45.21889114379883,13.92799949645996,44.695299999999996,13.9
0.05,train,44.1851,14.1,46.168045,11.830000000000002,2.506065893405282,44.899784088134766,13.619999885559082,44.18509999999999,14.1
0.0514,train,43.7506,14.2,44.18871,14.345,1.7300149455394067,46.04911422729492,13.083999633789062,43.750600000000006,14.2
0.0529,train,43.1359,11.3,45.100838,10.12,2.6227112385414326,44.95936965942383,13.083999633789062,43.13589999999999,11.3
0.0543,train,42.5977,11.9,44.392494,9.74,2.915146048763932,44.23860168457031,9.588000297546388,42.5977,11.9
0.0557,test,42.2989,12.5,43.90045,8.98,4.482288239488662,43.8170166015625,8.979999542236328,42.37677058622048,12.656276169164045
0.0571,train,42.165,13.1,42.022755,12.948,1.526959669768702,43.76166915893555,8.979999542236328,42.165,13.1
0.0586,train,41.6783,8.1,41.886627,8.98,1.2142420425400875,42.3154182434082,13.669600486755373,41.6783,8.1
0.06,train,40.9506,8.1,41.837887,8.984900444742637,1.2634885639146116,41.81039810180664,8.660799026489258,40.950599999999994,8.1
0.0614,train,40.259,8.1,41.632675,9.094,1.4817139909740076,41.30125045776367,9.064000129699709,40.25900000000001,8.1
